源文本	hel模型	liam模型
The Third Conference of States Parties took note of the fact that only 26.04 per cent of the Commission's budget was covered, and thus called on all States parties to honour their financial obligations towards the budget of the Commission, as adopted by the Second Conference of States Parties, in order to enable the Commission to effectively and consistently implement its programme of work in a manner that ensures full ownership by States parties.	第三次缔约国会议注意到,委员会预算只有26.04%得到支付,因此呼吁所有缔约国履行第二次缔约国会议通过的对委员会预算的财政义务,使委员会能够有效和一致地执行其工作方案,确保缔约国充分自主。	第三次缔约国会议注意到,委员会预算只有26.04%得到支付,因此呼吁所有缔约国履行第二次缔约国会议通过的对委员会预算的财政义务,使委员会能够有效和一致地执行其工作方案,确保缔约国拥有充分自主权。
Third Conference of States Parties to the Treaty of Pelindaba	佩林达巴条约缔约国第三次会议	佩林达巴条约缔约国第三次会议
7. In 2012 - 2013, 46 countries out of those that reported against this indicator had established a specific national monitoring system, and in 35 countries the system was both functional and updated.	7. 2012-2013年,根据该指标提交报告的国家中有46个国家建立了具体的国家监测系统,在35个国家,该系统正在运作和更新。	7. 2012-2013年,根据该指标提交报告的国家中有46个国家建立了具体的国家监测系统,35个国家的该系统同时运行和更新。
This document contains a synthesis and preliminary analysis of information submitted by country Parties and other reporting entities for the reporting period 2012 - 2013 on operational objective 3 of the 10-year strategic plan and framework to enhance the implementation of the Convention (2008 - 2018) (The Strategy): Science, technology and knowledge.	本文件综合并初步分析了国家缔约方和其他报告实体在2012-2013年报告期提交的关于推进执行《公约》的十年战略规划和框架(2008-2018年)( " 战略 " ):科学、技术和知识的业务目标3(科学、技术和知识)的信息。	本文件综合并初步分析了国家缔约方和其他报告实体在2012-2013年报告期提交的关于推进执行《公约》的十年战略规划和框架(2008-2018年)( " 战略 " ):科学、技术和知识的业务目标3的信息。
4. Determination of global fundamental geospatial data themes.	4. 确定全球基本地理空间数据主题。	4. 确定全球基本地理空间数据主题。
At the same time, the Commission has increased its attention to areas of State and intergovernmental policy, including domestic revenue generation and the curbing of illicit financial flows, which could provide complementary avenues for resource mobilization.	与此同时,委员会更加关注国家和政府间政策领域,包括国内创收和遏制非法资金流动,这可以为调动资源提供补充途径。	与此同时,委员会更加关注国家和政府间政策领域,包括国内创收和遏制非法资金流动,这可以为调动资源提供补充途径。
Expression of thanks to the people and Government of Japan	向日本人民和政府表示感谢	向日本人民和政府表示感谢
Regarding other aspects, the terminal efficiency in basic education puts into notice that while the improvement in the coverage has mostly been achieved, the same cannot be said about the quality and permanency.	关于其他方面,基础教育的最终效率使人们注意到,虽然基本教育覆盖面的改善大部分已经实现,但质量和持久性却并非如此。	在其他方面,基础教育的终极效率使人们注意到,虽然普及程度的改善大部分已经实现,但在质量和持久性方面却不能说同样的情况。
The special conditions may include payment of grant funds on a reimbursable basis; withholding of approval to proceed from one project phase to another until receipt of acceptable evidence of current performance; additional project monitoring; and requiring grantees to obtain technical or management assistance.	特殊条件可包括:在可偿还基础上支付赠款;在收到可接受的当前业绩证据之前,暂不批准从一个项目阶段进入另一个项目阶段;补充项目监测;要求受赠方获得技术或管理援助。	特殊条件可包括:在可偿还基础上支付赠款;在收到可接受的当前业绩证据之前,暂不批准从一个项目阶段进入另一个项目阶段;补充项目监测;要求受赠方获得技术或管理援助。
B. Fisheries and agriculture	B. 渔业和农业	B. 渔业和农业
Initiatives such as Every Woman, Every Child, which was launched by the Secretary-General in 2010 and aims to mobilize and intensify international and national action by Governments, the private sector and civil society to address the major health challenges facing women and children around the world, have proven successful in this regard.	2010年,秘书长发起了“每个妇女,每个儿童”等倡议,旨在动员和加强各国政府、私营部门和民间社会的国际和国家行动,以应对全世界妇女和儿童面临的重大健康挑战,这些举措在这方面证明是成功的。	秘书长2010年发起的“每个妇女,每个儿童”等倡议,旨在动员和加强各国政府、私营部门和民间社会的国际和国家行动,以应对全世界妇女和儿童面临的重大健康挑战。 事实证明,这些举措在这方面取得了成功。
52. The future size of the world population depends greatly on the course of future fertility and in particular the speed of decline in those countries where fertility is still high.	52. 世界人口的未来规模在很大程度上取决于未来生育率的走向,特别是生育率仍然很高的国家的生育率下降速度。	52. 世界人口的未来规模在很大程度上取决于未来生育率的走向,特别是那些生育率仍然很高的国家的生育率下降速度。
During the process of identifying the members of the advisory group, the Secretary-General will be expected to consult with Member States, including with the relevant membership caucuses and groupings in New York, and with the Chair of the Peacebuilding Commission, with a view to ensuring full transparency of the process;	在确定咨询小组成员的过程中,预计秘书长将与会员国协商,包括与在纽约的相关成员核心小组和集团协商,并与建设和平委员会主席协商,以确保进程完全透明;	在确定咨询小组成员的过程中,预计秘书长将与会员国协商,包括与在纽约的相关成员核心小组和集团协商,并与建设和平委员会主席协商,以确保进程完全透明;
Suggested methodology	建议采用的方法	建议采用的方法
It is proposed that each segment begin with panel presentations, followed by discussions among delegations and panellists.	建议每个部分首先从小组发言开始,然后由各代表团和小组成员进行讨论。	提议每个部分首先从小组发言开始,然后由代表团和小组成员进行讨论。
It is therefore important to identify mass movements in the Earth's subsystems by means of high-precision and high temporal resolution technology.	因此,必须通过高精度和高时间分辨率技术,查明地球子系统中的大规模移动。	因此,必须通过高精度和高时分辨率技术确定地球子系统中的大规模移动。
2. At 1310, near the village Choporlu at the borderline in the combat position, soldier Hovanes Verdyan was wounded from the Azerbaijani side.	2. 13时10分,士兵霍瓦内斯·韦尔迪扬从阿塞拜疆一侧受伤,靠近边界线上战斗阵地的Phuporru村。	2. 13时10分,士兵霍瓦内斯·韦尔迪扬从阿塞拜疆一侧受伤。
